256,0; -9,179744578313252E-5
288,0; -1,230578393574297E-4
320,0; -0,002476771084337349
352,0; -0,0051698361445783126
384,0; -0,005508244979919678
416,0; -0,006636076305220882
448,0; -0,0066824971887550185
480,0; -0,006660653815261044
512,0; -0,006649301204819277
544,0; -0,006624010441767068
576,0; -0,006638216064257028
608,0; -0,006506591164658634
640,0; -0,0064891461847389545
672,0; -0,006744134136546184
704,0; -0,0068228891566265056
736,0; -0,006925567871485943
768,0; -0,0070573116465863445
800,0; -0,007312537349397591
832,0; -0,007748334939759034
864,0; -0,008205797590361445
896,0; -0,008603346987951807
928,0; -0,008740559036144577
960,0; -0,008930254618473894
992,0; -0,00893168112449799
1024,0; -0,008961310843373493
1056,0; -0,008819700401606427
1088,0; -0,008700557429718874
1120,0; -0,008409134136546184
1152,0; -0,008241341365461846
1184,0; -0,008128469076305218
1216,0; -0,007696326907630522
1248,0; -0,00765828674698795
1280,0; -0,007510940562248995
1312,0; -0,007291942168674698
1344,0; -0,007308555020080321
1376,0; -0,0053354
1408,0; -0,007370548594377509
1440,0; -0,007144774297188755
1472,0; -0,006611647389558231
1504,0; -0,006229789558232931
1536,0; -0,0026510425702811237
1568,0; -4,588356626506024E-4
1600,0; -1,294025220883534E-4
